site,plot,species,leaf,lma,cover,gli,x,y,N_leaf,N_soil,P_soil,P_leaf
katalapi,Kat09,LoFe,NA,NA,10,9.21,7657,1257,2.0085,168,5,0.1472
katalapi,Kat10,CaPa,20.479,28.7774,15,14.86,7663,1237,2.0521,1017,3,0.1134
katalapi,Kat10,EmCo,20.4863,42.1094,5,14.86,7663,1237,2.1484,1017,3,0.2963
katalapi,Kat10,EuCo,24.9339,32.3255,5,14.86,7663,1237,1.558,1017,3,0.2258
katalapi,Kat10,LaPh,19.406,32.9624,20,14.86,7663,1237,2.3734,1017,3,0.0896
katalapi,Kat10,LuAp,4.9058,27.994,10,14.86,7663,1237,NA,1017,3,NA
katalapi,Kat10,MyPl,2.648,88.0381,10,14.86,7663,1237,NA,1017,3,NA
katalapi,Kat10,RaSp,2.4728,26.9215,10,14.86,7663,1237,NA,1017,3,NA
katalapi,Kat10,AmLu,NA,NA,15,14.86,7663,1237,1.6619,1017,3,0.0653
katalapi,Kat10,LoFe,NA,NA,10,14.86,7663,1237,1.3336,1017,3,0.065
katalapi,Kat11,DrWi,13.6812,55.3316,5,8.72,7651,1254,NA,1194,3,NA
katalapi,Kat11,LaPh,6.8408,28.396,15,8.72,7651,1254,NA,1194,3,NA
katalapi,Kat11,AmLu,3.827,40.7633,45,8.72,7651,1254,1.7835,1194,3,0.119
katalapi,Kat11,LoFe,89.8068,52.6575,5,8.72,7651,1254,1.7192,1194,3,0.1642
katalapi,Kat11,EuCo,37.2999,40.858,5,8.72,7651,1254,NA,1194,3,NA
katalapi,Kat11,CaPa,20.4666,57.8261,5,8.72,7651,1254,1.89,1194,3,0.1822
katalapi,Kat11,MyPl,39.9895,56.2398,15,8.72,7651,1254,2.03,1194,3,0.0933
katalapi,Kat11,EmCo,9.2874,38.2238,5,8.72,7651,1254,NA,1194,3,NA
katalapi,Kat12,MyPl,3.4497,54.3239,30,9.5,7625,1238,1.2622,85,2,0.0439
katalapi,Kat12,RaSp,2.3472,31.6127,10,9.5,7625,1238,NA,85,2,NA
katalapi,Kat12,CaPa,9.8298,38.0477,5,9.5,7625,1238,NA,85,2,NA
katalapi,Kat12,EmCo,9.8121,30.0649,5,9.5,7625,1238,NA,85,2,NA
katalapi,Kat12,AmLu,5.5129,85.557,15,9.5,7625,1238,NA,85,2,NA
katalapi,Kat12,DrWi,15.6686,63.2794,5,9.5,7625,1238,0.9563,85,2,0.0367
katalapi,Kat12,GeAv,46.1984,38.7459,5,9.5,7625,1238,1.0568,85,2,0.0171
katalapi,Kat12,LoFe,59.6145,48.2601,15,9.5,7625,1238,1.1414,85,2,0.0465
katalapi,Kat12,LaPh,NA,NA,10,9.5,7625,1238,1.5644,85,2,0.0604
katalapi,Kat13,LaPh,16.4411,28.1611,15,10.59,7611,1181,2.2093,157,5,0.1011
katalapi,Kat13,LoFe,23.8481,37.1518,30,10.59,7611,1181,1.7749,157,5,0.1575
katalapi,Kat13,DrWi,6.0132,56.376,5,10.59,7611,1181,NA,157,5,NA
katalapi,Kat13,RaSp,1.1275,32.1522,10,10.59,7611,1181,NA,157,5,NA
katalapi,Kat13,AmLu,2.8142,66.9217,20,10.59,7611,1181,1.3813,157,5,0.0432
katalapi,Kat13,AmMe,2.941,39.7824,10,10.59,7611,1181,NA,157,5,NA
katalapi,Kat13,MyPl,NA,NA,10,10.59,7611,1181,1.3266,157,5,0.0474
katalapi,Kat14,CaPa,7.8415,27.7372,20,8.92,7601,1171,NA,108,5,NA
katalapi,Kat14,GeAv,19.8449,35.848,20,8.92,7601,1171,1.2188,108,5,0.0286
katalapi,Kat14,MyPl,6.6101,59.7573,40,8.92,7601,1171,1.6968,108,5,0.0635
katalapi,Kat14,LuAp,1.9134,45.6648,10,8.92,7601,1171,NA,108,5,NA
katalapi,Kat14,AmLu,NA,NA,10,8.92,7601,1171,1.6043,108,5,0.091
katalapi,Kat15,GeAv,14.1796,53.8804,10,11.14,7621,1202,1.3843,153,10,0.0287
katalapi,Kat15,LaPh,5.7693,30.9399,15,11.14,7621,1202,NA,153,10,NA
katalapi,Kat15,CaPa,11.2482,28.8935,10,11.14,7621,1202,NA,153,10,NA
katalapi,Kat15,MyPl,7.0522,60.6433,15,11.14,7621,1202,1.6969,153,10,0.0722
katalapi,Kat15,AmLu,3.8544,56.9481,15,11.14,7621,1202,NA,153,10,NA
katalapi,Kat15,LoFe,40.5036,50.6869,10,11.14,7621,1202,1.5656,153,10,0.109
katalapi,Kat15,DrWi,29.949,74.2263,10,11.14,7621,1202,1.0302,153,10,0.0495
katalapi,Kat15,RaSp,1.1145,30.1216,10,11.14,7621,1202,NA,153,10,NA
katalapi,Kat16,AmLu,2.4582,53.6275,15,9.37,7618,1141,1.2331,160,5,0.1034
katalapi,Kat16,AmMe,5.9863,54.2076,20,9.37,7618,1141,1.3837,160,5,0.0633
katalapi,Kat16,CaPa,14.2781,31.7269,15,9.37,7618,1141,1.7164,160,5,0.0715
katalapi,Kat16,DrWi,57.5325,64.242,10,9.37,7618,1141,1.1807,160,5,0.0464
katalapi,Kat16,GeAv,17.63,41.5957,10,9.37,7618,1141,1.3801,160,5,0.0345
katalapi,Kat16,LaPh,16.95,38.5251,10,9.37,7618,1141,2.0364,160,5,0.0631
katalapi,Kat16,LoFe,34.8488,46.4578,10,9.37,7618,1141,1.4931,160,5,0.1015
katalapi,Kat16,LuAp,NA,NA,10,9.37,7618,1141,1.1869,160,5,0.0385
katalapi,Kat17,AmLu,3.0525,67.4032,30,10.29,7587,780,1.4326,140,2,0.107
katalapi,Kat17,ArCh,19.9909,32.7649,10,10.29,7587,780,2.3928,140,2,0.1217
katalapi,Kat17,EmCo,26.0735,35.304,10,10.29,7587,780,1.8387,140,2,0.1283
katalapi,Kat17,GeAv,29.7849,33.6496,10,10.29,7587,780,1.796,140,2,0.0564
katalapi,Kat17,LoFe,107.6579,75.712,10,10.29,7587,780,1.4607,140,2,0.0832
katalapi,Kat17,MyPl,12.9089,83.2761,15,10.29,7587,780,1.5266,140,2,0.0786
katalapi,Kat17,DrWi,NA,NA,15,10.29,7587,780,1.4166,140,2,0.077
katalapi,Kat18,AmLu,2.3252,56.0161,10,10.76,7591,769,NA,1078,4,NA
katalapi,Kat18,AmMe,4.912,23.5476,10,10.76,7591,769,1.6612,1078,4,0.0843
katalapi,Kat18,ArCh,18.4386,28.012,5,10.76,7591,769,2.6058,1078,4,0.0884
katalapi,Kat18,CrHo,17.6835,50.6404,10,10.76,7591,769,2.186,1078,4,0.0933
katalapi,Kat18,DrWi,34.6815,52.9966,20,10.76,7591,769,1.807,1078,4,0.0807
katalapi,Kat18,EmCo,21.885,23.2579,5,10.76,7591,769,NA,1078,4,NA
katalapi,Kat18,EuCo,29.1211,49.8264,5,10.76,7591,769,NA,1078,4,NA
katalapi,Kat18,LoFe,111.4176,59.6943,10,10.76,7591,769,1.2224,1078,4,0.1735
katalapi,Kat18,MyPl,14.2844,59.9432,10,10.76,7591,769,1.8497,1078,4,0.1013
katalapi,Kat18,RaSp,2.2472,35.6993,5,10.76,7591,769,2.5814,1078,4,0.1468
katalapi,Kat18,LaPh,NA,NA,10,10.76,7591,769,2.693,1078,4,0.1326
katalapi,Kat19,AmLu,2.3269,38.9643,10,12.84,7600,761,1.637,492,4,0.1088
katalapi,Kat19,AmMe,3.5418,64.0911,10,12.84,7600,761,NA,492,4,0
katalapi,Kat19,CaPa,7.5739,28.849,20,12.84,7600,761,1.5332,492,4,0.0927
katalapi,Kat19,GeAv,16.6998,58.0248,10,12.84,7600,761,1.3112,492,4,0.0402
katalapi,Kat19,WeTr,2.6372,39.6891,10,12.84,7600,761,NA,492,4,NA
katalapi,Kat19,CrHo,NA,NA,10,12.84,7600,761,1.6783,492,4,0.081
katalapi,Kat19,DrWi,NA,NA,10,12.84,7600,761,1.369,492,4,0.0573
katalapi,Kat19,EmCo,NA,NA,10,12.84,7600,761,2.941,492,4,0.6053
katalapi,Kat19,LoFe,NA,NA,10,12.84,7600,761,1.3726,492,4,0.1379
katalapi,Kat20,AePu,16.7771,54.9863,5,16.03,7600,779,NA,213,13,NA
katalapi,Kat20,AmLu,1.7534,93.8184,45,16.03,7600,779,1.5421,213,13,0.0681
katalapi,Kat20,CaPa,29.4674,39.094,5,16.03,7600,779,NA,213,13,NA
katalapi,Kat20,DrWi,27.6386,55.0317,5,16.03,7600,779,1.1828,213,13,0.0601
katalapi,Kat20,EmCo,8.5375,49.6633,5,16.03,7600,779,2.2356,213,13,0.1123
katalapi,Kat20,EuCo,19.4503,54.9863,5,16.03,7600,779,1.5917,213,13,0.0607
katalapi,Kat20,GaMu,1.9034,72.137,5,16.03,7600,779,1.183,213,13,0.0596
katalapi,Kat20,GeAv,16.492,48.0567,5,16.03,7600,779,1.6878,213,13,0.0423
katalapi,Kat20,LuAp,2.3209,104.3327,5,16.03,7600,779,NA,213,13,NA
katalapi,Kat20,MyPl,10.2853,139.7146,5,16.03,7600,779,NA,213,13,NA
katalapi,Kat20,RaLa,19.9671,77.9033,5,16.03,7600,779,NA,213,13,NA
katalapi,Kat20,RaSp,0.8135,69.014,5,16.03,7600,779,NA,213,13,NA
katalapi,Kat21,AmLu,7.8173,23.7934,20,11.69,7601,740,1.291,100,10,0.0665
katalapi,Kat21,AmMe,1.8453,45.6572,25,11.69,7601,740,NA,100,10,NA
katalapi,Kat21,CaPa,8.0129,26.0207,15,11.69,7601,740,1.4497,100,10,0.0766
katalapi,Kat21,LoFe,16.469,35.3998,10,11.69,7601,740,1.6194,100,10,0.0956
katalapi,Kat21,MyPl,4.7244,152.612,15,11.69,7601,740,1.3448,100,10,0.1233
katalapi,Kat21,RaLa,18.8834,36.9107,15,11.69,7601,740,NA,100,10,NA
katalapi,Kat22,AmLu,3.7426,57.2691,10,13.96,7713,1294,1.1753,71,3,0.0651
katalapi,Kat22,DrWi,31.9866,75.0627,10,13.96,7713,1294,1.0623,71,3,0.0682
katalapi,Kat22,EmCo,9.08,29.0749,10,13.96,7713,1294,NA,71,3,NA
katalapi,Kat22,LaPh,9.3811,45.6239,10,13.96,7713,1294,2.0001,71,3,0.0738
katalapi,Kat22,LoFe,34.9579,48.3439,10,13.96,7713,1294,1.4845,71,3,0.1277
katalapi,Kat22,CaPa,NA,NA,10,13.96,7713,1294,1.1437,71,3,0.049
katalapi,Kat22,EuCo,NA,NA,10,13.96,7713,1294,1,71,3,0.1884
katalapi,Kat22,GeAv,NA,NA,10,13.96,7713,1294,1.1992,71,3,0.039
katalapi,Kat22,MyPl,NA,NA,10,13.96,7713,1294,1.4348,71,3,0.0542
katalapi,Kat22,RaLa,NA,NA,10,13.96,7713,1294,1.2998,71,3,0.145
katalapi,Kat23,AmLu,4.3147,82.9731,20,10.57,7616,975,1.4912,125,5,0.0584
katalapi,Kat23,AmMe,5.3133,58.2818,10,10.57,7616,975,NA,125,5,0
katalapi,Kat23,CaPa,5.2047,43.4223,5,10.57,7616,975,1.6159,125,5,0.1031
katalapi,Kat23,DrWi,38.1678,87.7048,30,10.57,7616,975,1.354,125,5,0.0593
katalapi,Kat23,EmCo,10.1214,23.5145,5,10.57,7616,975,1.6558,125,5,0.1077
katalapi,Kat23,GaMu,0.7454,82.3763,5,10.57,7616,975,NA,125,5,NA
katalapi,Kat23,LaPh,4.491,55.4442,5,10.57,7616,975,NA,125,5,NA
katalapi,Kat23,LoFe,62.0952,65.5767,5,10.57,7616,975,1.5057,125,5,0.0579
katalapi,Kat23,MyPl,9.9335,85.1664,5,10.57,7616,975,NA,125,5,NA
katalapi,Kat23,RaSp,0.7958,36.8602,5,10.57,7616,975,2.0239,125,5,0.178
katalapi,Kat24,AmLu,4.6525,52.7139,25,7.63,7620,1035,1.6822,110,7,0.0834
katalapi,Kat24,AzLa,1.1387,24.371,5,7.63,7620,1035,NA,110,7,NA
katalapi,Kat24,DrWi,18.1889,56.7654,25,7.63,7620,1035,1.403,110,7,0.0998
katalapi,Kat24,LoFe,32.7074,45.8306,25,7.63,7620,1035,1.9198,110,7,0.117
katalapi,Kat24,MyPl,5.7532,69.0057,5,7.63,7620,1035,1.6031,110,7,0.0783
katalapi,Kat24,RaSp,1.2673,32.154,10,7.63,7620,1035,NA,110,7,NA
katalapi,Kat25,LaPh,14.2659,31.8241,25,7.63,7600,1100,NA,165,4,NA
katalapi,Kat25,LoFe,19.4347,46.3861,20,7.63,7600,1100,NA,165,4,NA
katalapi,Kat25,AmMe,2.5709,33.3221,25,7.63,7600,1100,NA,165,4,NA
katalapi,Kat25,AmLu,4.5262,34.9813,30,7.63,7600,1100,NA,165,4,NA
katalapi,Kat26,MyPl,10.0632,58.7288,50,8.26,7621,1055,NA,115,4,NA
katalapi,Kat26,AmMe,2.6658,42.2632,25,8.26,7621,1055,NA,115,4,NA
katalapi,Kat26,AmLu,3.8605,37.8189,25,8.26,7621,1055,NA,115,4,NA
katalapi,Kat27,AmLu,2.2414,81.2002,20,11.37,7611,1088,1.3109,303,5,0.1062
katalapi,Kat27,AmMe,4.0823,73.5702,25,11.37,7611,1088,NA,303,5,NA
katalapi,Kat27,EmCo,24.4009,72.5389,25,11.37,7611,1088,1.3053,303,5,0.1411
katalapi,Kat27,GeAv,140.7802,70.7983,15,11.37,7611,1088,1.2671,303,5,0.0335
katalapi,Kat27,LuAp,2.7489,87.914,15,11.37,7611,1088,NA,303,5,NA
katalapi,Kat28,AmLu,1.417,50.3896,50,14.39,7600,1005,1.3997,1065,8,0.0609
katalapi,Kat28,LoFe,NA,NA,50,14.39,7600,1005,1.423,1065,8,0.0886
katalapi,Kat29,AmLu,4.9096,73.1228,30,21.8,7622,995,1.4343,155,3,0.0998
katalapi,Kat29,EuCo,27.5988,77.5034,10,21.8,7622,995,NA,155,3,NA
katalapi,Kat29,GaMu,0.6537,113.2104,20,21.8,7622,995,1.1186,155,3,0.045
katalapi,Kat29,GeAv,68.1155,120.8169,30,21.8,7622,995,1.4089,155,3,0.0769
katalapi,Kat29,LuAp,2.762,117.5768,10,21.8,7622,995,NA,155,3,NA
katalapi,Kat30,AmMe,4.7685,91.6431,60,9.94,7605,1000,1.4405,201,3,0.0559
katalapi,Kat30,EmCo,17.292,47.9412,10,9.94,7605,1000,1.9061,201,3,0.1166
katalapi,Kat30,EuCo,12.064,51.3511,15,9.94,7605,1000,NA,201,3,NA
katalapi,Kat30,GeAv,42.8051,63.4504,15,9.94,7605,1000,1.4412,201,3,0.0628
katalapi,Kat31,AmLu,2.5063,85.5195,20,10.63,7597,630,1.4478,136,4,0.0521
katalapi,Kat31,CaPa,24.822,44.3358,10,10.63,7597,630,1.5107,136,4,0.0616
katalapi,Kat31,DrWi,14.8047,58.0559,10,10.63,7597,630,NA,136,4,NA
katalapi,Kat31,EmCo,5.6952,65.6693,10,10.63,7597,630,NA,136,4,NA
katalapi,Kat31,EuCo,21.0691,54.6772,10,10.63,7597,630,NA,136,4,NA
katalapi,Kat31,GeAv,33.9686,128.501,10,10.63,7597,630,1.0846,136,4,0.0254
katalapi,Kat31,LoFe,96.5378,106.1242,20,10.63,7597,630,1.5321,136,4,0.1108
katalapi,Kat31,RaSp,1.4978,77.949,10,10.63,7597,630,NA,136,4,NA
katalapi,Kat32,AmMe,2.3675,48.8918,10,11.79,7581,635,NA,51,4,NA
katalapi,Kat32,LaPh,9.5727,41.5766,20,11.79,7581,635,NA,51,4,NA
katalapi,Kat32,CaPa,NA,NA,20,11.79,7581,635,1.0007,51,4,0.1
katalapi,Kat32,LoFe,17.4151,60.0915,35,11.79,7581,635,1.3773,51,4,0.0825
katalapi,Kat32,RaLa,29.4599,48.8631,15,11.79,7581,635,1.4234,51,4,0.1872
katalapi,Kat32,RaSp,1.3428,38.4277,10,11.79,7581,635,NA,51,4,NA
katalapi,Kat33,LoFe,98.4976,49.8692,40,16.98,7564,640,1.9967,241,3,0.0834
katalapi,Kat33,LaPh,15.0918,44.2295,20,16.98,7564,640,1.9338,241,3,NA
katalapi,Kat33,AmLu,6.4973,66.3352,10,16.98,7564,640,NA,241,3,NA
katalapi,Kat33,RaSp,2.7653,27.9174,10,16.98,7564,640,NA,241,3,NA
katalapi,Kat33,MyPl,16.7682,60.5312,10,16.98,7564,640,1.9338,241,3,0.111
katalapi,Kat33,GeAv,NA,NA,10,16.98,7564,640,2.4783,241,3,0.129
katalapi,Kat34,AmMe,3.0178,54.3442,10,11.71,7560,655,NA,1247,20,NA
katalapi,Kat34,EmCo,10.16,36.6143,20,11.71,7560,655,2.5379,1247,20,0.5453
katalapi,Kat34,FuMa,5.8156,18.8574,5,11.71,7560,655,NA,1247,20,NA
katalapi,Kat34,LaPh,9.5547,42.3354,15,11.71,7560,655,2.0064,1247,20,0.0879
katalapi,Kat34,LoFe,21.4156,43.3329,10,11.71,7560,655,1.3562,1247,20,0.0736
katalapi,Kat34,MyPl,12.0382,65.7075,20,11.71,7560,655,1.4901,1247,20,0.0543
katalapi,Kat34,GeAv,NA,NA,20,11.71,7560,655,1.3229,1247,20,0.0586
katalapi,Kat35,AmMe,4.8801,55.1733,20,9.89,7538,648,NA,455,2,NA
katalapi,Kat35,EmCo,27.3879,40.3828,5,9.89,7538,648,NA,455,2,NA
katalapi,Kat35,LaPh,12.0266,43.7085,20,9.89,7538,648,2.1438,455,2,0.0498
katalapi,Kat35,LoFe,46.9719,39.0659,10,9.89,7538,648,1.3665,455,2,0.0831
katalapi,Kat35,MyPl,11.1217,75.1237,20,9.89,7538,648,1.5067,455,2,0.0757
katalapi,Kat35,PoNu,0.7597,68.2478,5,9.89,7538,648,NA,455,2,NA
katalapi,Kat35,RaSp,1.1774,36.0103,20,9.89,7538,648,NA,455,2,NA
katalapi,Kat36,AzLa,1.1414,17.3041,15,13.38,7497,676,NA,115,28,NA
katalapi,Kat36,CrHo,9.828,46.8727,15,13.38,7497,676,NA,115,28,NA
katalapi,Kat36,MyPl,4.5834,52.5083,70,13.38,7497,676,NA,115,28,NA
katalapi,Kat37,AmLu,4.2223,64.1238,5,19.29,7497,677,NA,142,5,NA
katalapi,Kat37,AzLa,3.4471,28.5267,5,19.29,7497,677,2.5393,142,5,0.1881
katalapi,Kat37,CaPa,22.3808,51.2717,5,19.29,7497,677,1.7829,142,5,0.0828
katalapi,Kat37,DrWi,52.1485,75.2467,15,19.29,7497,677,1.2347,142,5,0.0854
katalapi,Kat37,EmCo,12.4781,35.4221,15,19.29,7497,677,NA,142,5,NA
katalapi,Kat37,FuMa,5.663,19.7334,15,19.29,7497,677,2.2697,142,5,0.1959
katalapi,Kat37,LaPh,26.6534,41.4206,5,19.29,7497,677,2.0082,142,5,0.1194
katalapi,Kat37,LoFe,92.7354,60.2359,15,19.29,7497,677,1.5235,142,5,0.1325
katalapi,Kat37,MyPl,10.1035,67.8976,5,19.29,7497,677,1.3051,142,5,0.1291
katalapi,Kat37,RaSp,2.0093,35.418,5,19.29,7497,677,NA,142,5,NA
katalapi,Kat38,CaPa,20.189,36.7775,6,15.9,7467,737,NA,208,6,NA
katalapi,Kat38,DrWi,18.0729,60.2008,6,15.9,7467,737,1.3777,208,6,0.0589
katalapi,Kat38,EuCo,17.4012,70.7422,6,15.9,7467,737,1.6007,208,6,0.2526
katalapi,Kat38,GeAv,19.3227,63.0864,6,15.9,7467,737,NA,208,6,NA
katalapi,Kat38,LoFe,29.2051,72.4189,20,15.9,7467,737,1.4271,208,6,0.0646
katalapi,Kat38,MyPl,9.9413,61.4105,50,15.9,7467,737,1.6833,208,6,0.0599
katalapi,Kat38,RaLa,18.9681,36.0078,6,15.9,7467,737,1.8617,208,6,0.1779
katalapi,Kat39,AmLu,2.5458,129.428,10,36.27,7602,641,1.3014,159,5,0.0745
katalapi,Kat39,EmCo,13.5187,96.582,30,36.27,7602,641,2.0586,159,5,0.1147
katalapi,Kat39,FuMa,NA,NA,10,36.27,7602,641,2.3018,159,5,0.2187
katalapi,Kat39,GaMu,0.3351,96.6876,20,36.27,7602,641,1.3692,159,5,0.035
katalapi,Kat39,GeAv,27.3796,161.3975,10,36.27,7602,641,NA,159,5,NA
katalapi,Kat39,LoFe,1.0209,174.9157,10,36.27,7602,641,NA,159,5,NA
katalapi,Kat39,LoHi,NA,NA,10,36.27,7602,641,1.8893,159,5,0.1373
katalapi,Kat40,AmLu,2.3071,140.2208,5,68.13,7599,659,,144,6,NA
katalapi,Kat40,CrHo,NA,NA,10,68.13,7599,659,1.7576,144,6,0.1118
katalapi,Kat40,EmCo,22.8794,162.0963,20,68.13,7599,659,1.4262,144,6,0.0932
katalapi,Kat40,EuCo,36.4354,120.9677,5,68.13,7599,659,1.0777,144,6,0.0491
katalapi,Kat40,GaMu,1.2183,129.8275,20,68.13,7599,659,NA,144,6,NA
katalapi,Kat40,GeAv,56.6049,103.1183,5,68.13,7599,659,0.9131,144,6,0.0688
katalapi,Kat40,LoFe,NA,NA,10,68.13,7599,659,1.5512,144,6,0.1224
katalapi,Kat40,LuAp,2.6049,155.4786,15,68.13,7599,659,0.9034,144,6,0.074
katalapi,Kat40,MyEx,NA,NA,5,68.13,7599,659,0.7872,144,6,0.074
katalapi,Kat40,PoNu,1.0597,84.1245,5,68.13,7599,659,NA,144,6,NA
katalapi,Kat41,AmMe,3.5909,53.3757,5,13.9,7641,745,1.1595,117,3,0.195
katalapi,Kat41,DrWi,7.8975,71.1618,5,13.9,7641,745,NA,117,3,0
katalapi,Kat41,LaPh,24.3919,47.5158,5,13.9,7641,745,1.6543,117,3,0.1298
katalapi,Kat41,LoFe,51.9951,51.6395,60,13.9,7641,745,1.2447,117,3,0.1319
katalapi,Kat41,MyPl,4.5364,68.1892,20,13.9,7641,745,0.8969,117,3,0.14
katalapi,Kat41,RaSp,1.4547,33.5455,5,13.9,7641,745,NA,117,3,NA
katalapi,Kat42,AmLu,6.1865,51.2945,10,11.39,7624,748,1.0258,105,2,0.0648
katalapi,Kat42,CaPa,3.1026,28.041,5,11.39,7624,748,NA,105,2,NA
katalapi,Kat42,EuCo,31.8139,57.6163,5,11.39,7624,748,NA,105,2,NA
katalapi,Kat42,LaPh,32.547,50.0661,10,11.39,7624,748,1.6444,105,2,0.0842
katalapi,Kat42,LoFe,92.5447,59.139,50,11.39,7624,748,1.2229,105,2,0.0885
katalapi,Kat42,MyPl,11.4376,91.6276,10,11.39,7624,748,1.0243,105,2,0.071
katalapi,Kat42,RaLa,13.8966,49.5805,5,11.39,7624,748,NA,105,2,NA
katalapi,Kat42,RaSp,0.9526,37.373,5,11.39,7624,748,NA,105,2,NA
katalapi,Kat43,AmLu,3.856,92.7139,5,9.5,7622,705,1.777,437,5,0.1358
katalapi,Kat43,AmMe,3.3661,53.0777,5,9.5,7622,705,NA,437,5,NA
katalapi,Kat43,CaPa,26.8187,50.5244,15,9.5,7622,705,NA,437,5,NA
katalapi,Kat43,EmCo,NA,NA,10,9.5,7622,705,2.251,437,5,0.1251
katalapi,Kat43,EuCo,33.6356,62.2555,15,9.5,7622,705,NA,437,5,NA
katalapi,Kat43,GaMu,0.7988,95.3553,20,9.5,7622,705,1.5937,437,5,0.064
katalapi,Kat43,GeAv,41.4447,102.0878,15,9.5,7622,705,1.6885,437,5,0.0595
katalapi,Kat43,LoFe,34.333,66.6414,5,9.5,7622,705,1.355,437,5,0.0875
katalapi,Kat43,LuAp,4.6885,85.2089,2,9.5,7622,705,1.5275,437,5,0.0515
katalapi,Kat43,RaLa,NA,NA,5,9.5,7622,705,2.6491,437,5,0.4358
katalapi,Kat43,WeTr,13.3461,42.7091,3,9.5,7622,705,NA,437,5,NA
katalapi,Kat44,AmLu,2.0879,108.2445,10,18.13,7644,716,NA,996,18,NA
katalapi,Kat44,AmMe,2.7292,56.4278,10,18.13,7644,716,NA,996,18,NA
katalapi,Kat44,EmCo,5.8662,64.4369,20,18.13,7644,716,3.2028,996,18,0.2161
katalapi,Kat44,EuCo,27.7692,75.7314,10,18.13,7644,716,2.0344,996,18,0.0722
katalapi,Kat44,GeAv,5.4407,114.3235,10,18.13,7644,716,1.4462,996,18,0.0446
katalapi,Kat44,LuAp,2.2727,111.6513,40,18.13,7644,716,1.4412,996,18,0.0643
katalapi,Kat45,AmMe,4.4161,124.6575,30,17.21,7653,711,1.4513,677,4,0.0692
katalapi,Kat45,CaPa,2.5932,23.5231,10,17.21,7653,711,NA,677,4,NA
katalapi,Kat45,EmCo,8.9023,147.7716,10,17.21,7653,711,2.3995,677,4,0.162
katalapi,Kat45,LoFe,85.6322,115.4472,30,17.21,7653,711,1.3007,677,4,0.0541
katalapi,Kat45,LuAp,1.4718,93.9871,10,17.21,7653,711,NA,677,4,NA
katalapi,Kat45,WeTr,4.2857,62.5335,10,17.21,7653,711,NA,677,4,NA
katalapi,Kat46,AmMe,2.6639,121.3469,10,15.68,7645,681,1.0897,173,6,0.0879
katalapi,Kat46,EmCo,27.0785,113.0971,50,15.68,7645,681,1.5695,173,6,0.1237
katalapi,Kat46,EuCo,21.0179,76.435,10,15.68,7645,681,0.9154,173,6,0.0445
katalapi,Kat46,GaMu,1.0903,106.7886,10,15.68,7645,681,1.0353,173,6,0.0476
katalapi,Kat46,LoFe,83.8084,164.2914,10,15.68,7645,681,0.9052,173,6,0.0908
katalapi,Kat46,LuAp,4.7204,106.0821,10,15.68,7645,681,NA,173,6,NA
katalapi,Kat47,CaPa,11.4853,45.9718,10,15.97,7627,630,NA,153,2,NA
katalapi,Kat47,DrWi,19.4267,97.3403,10,15.97,7627,630,1.2174,153,2,0.0439
katalapi,Kat47,EmCo,26.6555,61.9386,25,15.97,7627,630,2.1089,153,2,0.1781
katalapi,Kat47,GaMu,1.295,61.1957,10,15.97,7627,630,NA,153,2,NA
katalapi,Kat47,GeAv,116.3321,65.4248,10,15.97,7627,630,0.78347,153,2,0.0365
katalapi,Kat47,LoFe,86.5311,93.2613,25,15.97,7627,630,1.3952,153,2,0.0965
katalapi,Kat47,RaLa,22.1636,64.6556,10,15.97,7627,630,1.266,153,2,0.1654
katalapi,Kat48,CaPa,20.7333,59.8072,5,12.7,7621,620,NA,75,2,NA
katalapi,Kat48,CrHo,7.1143,60.5119,5,12.7,7621,620,NA,75,2,NA
katalapi,Kat48,EuCo,38.9887,65.1214,10,12.7,7621,620,NA,75,2,NA
katalapi,Kat48,GeAv,98.8696,58.5215,10,12.7,7621,620,NA,75,2,NA
katalapi,Kat48,LoFe,75.9386,65.2237,50,12.7,7621,620,NA,75,2,NA
katalapi,Kat48,MyPl,7.0657,69.7737,10,12.7,7621,620,NA,75,2,NA
katalapi,Kat48,RaSp,1.4621,40.3535,10,12.7,7621,620,NA,75,2,NA
katalapi,Kat49,AmLu,5.6306,64.2368,10,10.45,7606,603,NA,134,5,NA
katalapi,Kat49,AmMe,3.8787,51.5643,10,10.45,7606,603,1.1228,134,5,0.0525
katalapi,Kat49,CrHo,7.0473,50.0901,5,10.45,7606,603,2.1717,134,5,0.0926
katalapi,Kat49,EmCo,22.4312,37.2249,10,10.45,7606,603,3.4436,134,5,0.7667
katalapi,Kat49,GeAv,41.0369,46.0318,40,10.45,7606,603,1.6895,134,5,0.0919
katalapi,Kat49,LaPh,28.3805,61.8382,10,10.45,7606,603,2.4664,134,5,0.1046
katalapi,Kat49,LoFe,96.675,42.0171,10,10.45,7606,603,1.8213,134,5,0.2053
katalapi,Kat49,PoNu,0.5817,71.4619,5,10.45,7606,603,NA,134,5,NA
katalapi,Kat50,AmLu,6.683,71.7492,5,18.12,7638,685,NA,235,4,NA
katalapi,Kat50,AmMe,3.4163,71.8126,5,18.12,7638,685,1.443,235,4,0.0815
katalapi,Kat50,EmCo,10.0012,115.5861,30,18.12,7638,685,1.7195,235,4,0.0761
katalapi,Kat50,EuCo,4.802,49.5627,10,18.12,7638,685,1.5906,235,4,0.0577
